Method,Image,PSNR,SSIM,UIQM,Brightness,Contrast,Sharpness
FUNIEGAN,vid_000142_frame0000102.jpg,15.661364850662983,0.5912567731531799,226.60382725683783,141.45891975308643,49.82654522149423,8153.687573199528
FUNIEGAN,vid_000142_frame0000103.jpg,16.164264262954816,0.6300890945145611,209.31052701334306,141.45804783950618,46.942056473296475,6255.057053123511
FUNIEGAN,vid_000142_frame0000104.jpg,15.604643272576457,0.5992012786153925,228.39344354693668,141.75800925925927,50.18761595672449,8288.482564804754
FUNIEGAN,vid_000142_frame0000105.jpg,15.582916507024734,0.598490921325917,228.69615361611233,142.0413888888889,50.27264629967496,8428.946737177961
FUNIEGAN,vid_000142_frame0000106.jpg,15.820188978844577,0.6071612338438483,222.61061665324104,141.7482175925926,49.14057288492703,7613.086424801324
FUNIEGAN,vid_000142_frame0000107.jpg,17.242752376667482,0.7490882994134029,180.8425941948356,150.3625462962963,43.07203944310021,4247.032675496721
FUNIEGAN,vid_000142_frame0000108.jpg,17.148507572326725,0.6927261012801887,188.71617593706642,146.6888348765432,44.09137945929985,4847.850886166778
FUNIEGAN,vid_000142_frame0000109.jpg,16.516130121150397,0.6493219284988904,202.32717730282815,142.52024691358025,46.44252860815484,5513.661955263822
FUNIEGAN,vid_000142_frame0000110.jpg,16.38955637344676,0.6481792665621423,204.36076780632885,141.99564043209875,46.86457641610382,5762.541949575082
FUNIEGAN,vid_000142_frame0000111.jpg,17.482706849712958,0.7862406923811195,160.2375191445001,139.98756172839506,38.709603789451435,3594.2814662399023
FUNIEGAN,vid_000142_frame0000112.jpg,17.62226266686651,0.8250054225235152,139.9939478270895,137.39989197530863,34.321955503991326,3350.180372607489
FUNIEGAN,vid_000142_frame0000113.jpg,17.533641115133104,0.8261001296637486,140.4683057048996,141.55620370370372,34.49972788095204,3308.935662662835
FUNIEGAN,vid_000142_frame0000123.jpg,17.605772315607503,0.7553706750546189,154.07828196958698,140.53523919753087,36.71593922786318,3759.9867269946817
FUNIEGAN,vid_000142_frame0000124.jpg,16.760148358326724,0.7019853939621147,193.62544217841594,143.77652777777777,45.18777231681175,4795.888248955416
FUNIEGAN,vid_000143_frame0000001.jpg,16.66229671502932,0.6801490280883776,236.62282496145917,115.84895833333333,57.186052643721496,4989.051081366217
FUNIEGAN,vid_000143_frame0000012.jpg,16.8194530377644,0.6963438397485603,227.46433846078588,114.03970679012346,54.97062484827987,4804.285811539721
FUNIEGAN,vid_000143_frame0000013.jpg,16.591227430507445,0.7041987590246465,234.4713172038122,113.64864197530864,56.827375092328204,4824.0911340305765
FUNIEGAN,vid_000143_frame0000014.jpg,16.4201110153559,0.6809745754994304,237.5423656451919,113.06743055555556,57.11506361460542,5120.312212604786
